Comment,Label,Language
দালাল আফ্রিদি কে আইনের আওতায় আনা হোক,Negative,BANGLA
খনিকের পুলা SS আর মাই টিভির পয়দা তৌহিদ রে খাড়ায়া চুদতে হবো,Negative,BANGLA
এৱা সৰ মিথ্যা বাদি এখন নাটক কৱে জাতে এখন তাদে মানুষ আবাৱ লাইক দেয় আৱ ভিও বাৱাবে এখন তাদেৱ টাকা লাগবে,Negative,BANGLA
বয়কট সময় টিভি,Negative,BANGLA
হুদাই,Negative,BANGLA
ওনার নামে মামলা করেন,Negative,BANGLA
তুই কোন বাল,Negative,BANGLA
তৌহিদ আপরিদি কি শিউর সবাই,Negative,BANGLA
এই সোনা মরেগেলে কি হবে,Negative,BANGLA
সোলায়মান সুখোন চোরকে গ্ৰেফতার করা হোক ✊,Negative,BANGLA
বিশ্বাস করা মুশকিল তোমাদের মনা,Negative,BANGLA
😂😂 এখন ডং করাত আইছইন,Negative,BANGLA
এই আর এস ফাহিম হলো বড় লেভেলের বাটপার।,Negative,BANGLA
বালের খবর,Negative,BANGLA
তৌহিদ আফ্রিদি এবং সোলাইমান সুখনকে আইনের আওতায় আনা উচিত।,Negative,BANGLA
আফ্রিদি মাদারচুদ হলো দালাল ওরে কঠিন বিচার করা উচিত,Negative,BANGLA
তোহিদ আফ্রিদি কে গণ জুতা পিটা করতে হবে,Negative,BANGLA
"এগুলাও দালাল 
এখন শাক দিয়ে মাছ ঢাকার চেষ্টা",Negative,BANGLA
"নাটক কম করো‌ পিও ,,,",Negative,BANGLA
হালা দালাল,Negative,BANGLA
এখন এইসব দালাল রে প্রমোট করার জন্য সময় টিভি আমাদের দেখাচ্ছে,Negative,BANGLA
তোমরা বাংলার বস্তির টুকাই হয়েই বেঁচে থাকো,Negative,BANGLA
তুমি নাটক কম করো,Negative,BANGLA
"এখন সবাই এ নাটক শুরু করছে
যেন আবারও ধান্দা করে যেন ইনকাম করতে পারে 😂",Negative,BANGLA
এবার তুই সালাও সুজুগ খুজতেছস.....  বাইনচোদ....,Negative,BANGLA
সালারা ভালো সাজার জন্য নাটক করতেছে 😡,Negative,BANGLA
"যার বাপ চোর বাটপার, তার থেকে কি ভালো আশা করেন??",Negative,BANGLA
তৌহিদ আফ্রিদি এবং সোলায়মান সুখনের নামে এখনো মামলা দেওয়া হচ্ছে না কেন?,Negative,BANGLA
আজকে থেকে তৌহিদ আফ্রিদি বয়কট করলাম আপনারা করে,Negative,BANGLA
শালা নাটক করিস,Negative,BANGLA
তুমি হালার পো এখন ভালো সাজো তুমিও দালাল,Negative,BANGLA
"এই ""RS"" হচ্ছে আরেক পাল্টিবাজ ।",Negative,BANGLA
সময় টিভি নিজেই একটা মিথ্যা চেনেল আর এখন মিথ্যা লোকের কথা জাতি সুনতে পারবে না,Negative,BANGLA
এতো নাটক কেন। নাম টা কি পক করে বলা যাচ্ছে না। 😂,Negative,BANGLA
"ভাই এরা সবাই দালাল এদের কথা কেউ বিশ্বাস করবেন না,",Negative,BANGLA
নাটক কম করো,Negative,BANGLA
নাটক কম করে,Negative,BANGLA
ওরা ভন্ড,Negative,BANGLA
তৌহিদ আফ্রিদিকে আইনের আওতায় আনা হোক! 😡,Negative,BANGLA
তৌহিদ কে আইনের আওতায় আনা হোক,Negative,BANGLA
এটা যে সত্য কথা বিশ্বাস করব কেমনে,Negative,BANGLA
নাটক বাজ,Negative,BANGLA
"এই দালাল কখনও ছাত্রদের সাথে ছিলো না,সে এখন করছে,এই গুলা দালাল",Negative,BANGLA
এরা হচ্ছে সুবিধাবাদী,Negative,BANGLA
"তৌহিদ আফ্রিদি নামক জানোয়ার কে যে য়েখানে দেখবেন আগে উদুম মাইর তারপর দেখা যাবে,  যে যেখানে পাবেন নিজ দায়িত্ব হাসিনার পা চাটা এই গোলামের বাচ্চা কে উচিত শিক্ষা দিবেন",Negative,BANGLA
তৌহিদ আফ্রিদির বিচার চাই,Negative,BANGLA
Tawhid afridi ওর পরিবারটা একটা লটি পরিবার  ওরে দেখতেও টাউট বাটপার,Negative,BANGLA
এই শালা গো এখন খাওয়া নেই দেশে তাই কতো নাটক শুরু করছে তোমরা কি বাল টা ছিঁড়ছো দেখা আছে।,Negative,BANGLA
তৌহিদ আফ্রিদি বিরুদ্ধে মামলা দেওয়া হোক,Negative,BANGLA
দুইডাই বস্তি চোদা,Negative,BANGLA
তৌহিদ আফ্রিদিকে আইনের আওতায় আনা হোক,Negative,BANGLA
এত প্রমাণ থাকা সত্ত্বেও তৌহিদ আফ্রিদি কে এখনো গ্রেফতার করে না কেন?🙄🤬🤬,Negative,BANGLA
এ মাদারবোর্ড আর কত নাটক করবে রিয়েল হইলে তুই এখন মামলা কর,Negative,BANGLA
"তৌহিদ আফ্রিদিকে আইনের আওতায় আনা হোক,রিমান্ডে নিলে অনেক কিছুই বের হবে",Negative,BANGLA
"এই শালায় ভণ্ড 
হালারপুতে আওয়ামী দালাল",Negative,BANGLA
এইটা অনেক বড় দালাল। সারাজীবন নাটক করে আসলো।,Negative,BANGLA
নতুন ধান্দাবাজি,Negative,BANGLA
এই মাদার চোদ আওয়ামী লীগের দালাল সব কয়টা ফুটফুটে সুন্দর,Negative,BANGLA
এগুলো সব নাটক 😂😂,Negative,BANGLA
